TIER_3_OPERATING_HOURS_SUB,FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,UNIT_NAME,FUEL_TYPE,FUEL_TYPE_BLEND,TIER_1_METHOD_EQUATION,TIER_1_START_DATE,TIER_1_END_DATE,TIER_1_CO2_EMISSIONS,TIER_1_CH4_EMISSIONS,TIER_1_N2O_EMISSIONS,TIER_1_CH4_EMISSIONS_CO2E,TIER_1_N2O_EMISSIONS_CO2E,TIER_2_METHOD_EQUATION,TIER_2_START_DATE,TIER_2_END_DATE,TIER_2_HHV_DETERMIN_FREQUENCY,TIER2_HHV_DETERMIN_FREQ_OTH,TIER_2_CO2_EMISSIONS,TIER_2_CH4_EMISSIONS,TIER_2_N2O_EMISSIONS,TIER_2_CH4_EMISSIONS_CO2E,TIER_2_N2O_EMISSIONS_CO2E,TIER_3_METHOD_EQUATION,TIER_3_START_DATE,TIER_3_END_DATE,TIER3_CARBON_DETERMIN_FREQUENC,TIER3_CARBON_DETERMIN_NUM_SUB,TIER3_CARBON_DETERMIN_NUM_VALI,TIER3_MOL_DETERMIN_FREQ,TIER3_MOL_DETERMIN_FREQ_OTHER,TIER3_MOL_DETERMIN_NUMBER,TIER3_MOL_DETERMIN_NUM_VALID,TIER_3_CO2_EMISSIONS,TIER_3_CH4_EMISSIONS,TIER_3_N2O_EMISSIONS,TIER_3_CH4_EMISSIONS_CO2E,TIER_3_N2O_EMISSIONS_CO2E,PCT_HEAT_INPUT_COMBUSTED,PCT_HEAT_INPUT_COMBUSTED_IND,PCT_HEAT_INPUT_COMBUSTED_SUB
,1005994,2011,DOMTAR AW LLC ASHDOWN MILL,No. 3 Recovery Boiler,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,6416.9,0.12,0.012,2.5,3.7,,,,,,,,,,,,,,,,,,
,1005998,2011,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,4LK,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,24537.0,1.25,0.0,26.3,0.0,,,,,,,,,,,,,,,,,,
,1005998,2011,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,4RF,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,2727.0,0.05,0.005,1.1,1.6,,,,,,,,,,,,,,,,,,
,1006095,2011,WISCONSIN RAPIDS FIBER AND ENERGY MILL,Lime Kiln (P30),Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006095,2011,WISCONSIN RAPIDS FIBER AND ENERGY MILL,Lime Kiln (P30),Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,40854.9,2.08,0.0,43.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006095,2011,WISCONSIN RAPIDS FIBER AND ENERGY MILL,Recovery Boiler #1 (P39),Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006095,2011,WISCONSIN RAPIDS FIBER AND ENERGY MILL,Recovery Boiler #1 (P39),Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,967.8,0.02,0.002,0.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006095,2011,WISCONSIN RAPIDS FIBER AND ENERGY MILL,Recovery Boiler #2 (P36),Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006095,2011,WISCONSIN RAPIDS FIBER AND ENERGY MILL,Recovery Boiler #2 (P36),Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,550.6,0.01,0.001,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006095,2011,WISCONSIN RAPIDS FIBER AND ENERGY MILL,Recovery Boiler #3 (P37),Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006095,2011,WISCONSIN RAPIDS FIBER AND ENERGY MILL,Recovery Boiler #3 (P37),Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,1329.5,0.03,0.003,0.5,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006209,2011,International Paper - Flint River Mill,Lime Kiln (U800),Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,39204.0,2.0,0.0,41.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006209,2011,International Paper - Flint River Mill,Lime Kiln (U800),Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,277.6,0.01,0.0,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006209,2011,International Paper - Flint River Mill,Recovery Furnace (U500),Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,70.0,0.0,0.001,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006209,2011,International Paper - Flint River Mill,Recovery Furnace (U500),Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,8160.0,0.33,0.065,6.9,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006256,2011,BOISE PACKAGING & NEWSPRINT LLC - DERIDDER PAPER MILL,Lime Kiln 69-04,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,18614.0,0.95,0.035,19.9,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006256,2011,BOISE PACKAGING & NEWSPRINT LLC - DERIDDER PAPER MILL,Lime Kiln 69-04,Petroleum Coke,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,24055.0,0.7,0.141,14.7,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006256,2011,BOISE PACKAGING & NEWSPRINT LLC - DERIDDER PAPER MILL,Recovery Boiler 69-01,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,5361.0,0.1,0.01,2.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006262,2011,International Paper-Eastover Mill,No.1 Lime Kiln,Distillate Fuel Oil No. 2,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,77.1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
,1006262,2011,International Paper-Eastover Mill,No.1 Lime Kiln,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,37200.3,1.35,0.0,28.4,0.0,,,,,,,,,,,,,,,,,,
,1006262,2011,International Paper-Eastover Mill,No.1 Recovery Furnace,Used Oil,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Once per fuel lot,,1239.0,0.05,0.01,1.1,3.1,,,,,,,,,,,,,,,,,,
,1006262,2011,International Paper-Eastover Mill,No.2 Lime Kiln,Distillate Fuel Oil No. 2,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,205.8,0.01,0.0,0.2,0.0,,,,,,,,,,,,,,,,,,
,1006262,2011,International Paper-Eastover Mill,No.2 Lime Kiln,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,50548.2,1.84,0.0,38.6,0.0,,,,,,,,,,,,,,,,,,
,1006262,2011,International Paper-Eastover Mill,No.2 Recovery Furnace,Distillate Fuel Oil No. 2,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,27.1,0.01,0.0,0.1,0.1,,,,,,,,,,,,,,,,,,
,1006262,2011,International Paper-Eastover Mill,No.2 Recovery Furnace,Used Oil,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Once per fuel lot,,5143.7,0.21,0.042,4.4,13.0,,,,,,,,,,,,,,,,,,
,1006360,2011,NIPPON DYNAWAVE PACKAGING,GHG-01_RB10,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,4060.4,0.16,0.032,3.4,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006360,2011,NIPPON DYNAWAVE PACKAGING,GHG-02_LK,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,41264.7,1.99,0.0,41.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006366,2011,Catalyst Paper Operations Inc. Rumford Division,Chemical Recovery Furnace,Residual Fuel Oil No. 6,,,,,,,,,,,,,,,,,,,,Tier 3 (Equation C-4,2011-01-01-00:0,2011-12-31-00:0,Monthly,0.0,12.0,,,,,7815.1,0.06,0.013,1.3,4.0,,,
,1006366,2011,Catalyst Paper Operations Inc. Rumford Division,Lime Kiln,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,33812.8,1.72,0.0,36.2,0.0,,,,,,,,,,,,,,,,,,
,1006366,2011,Catalyst Paper Operations Inc. Rumford Division,Lime Kiln,Residual Fuel Oil No. 6,,,,,,,,,,,,,,,,,,,,Tier 3 (Equation C-4,2011-01-01-00:0,2011-12-31-00:0,Monthly,0.0,12.0,,,,,153.0,0.0,0.0,0.0,0.0,,,
,1006367,2011,PACKAGING CORPORATION OF AMERICA,EUCOPELAND,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Other (specify),At Least Semiannually,1977.2,0.04,0.004,0.8,1.2,,,,,,,,,,,,,,,,,,
,1006454,2011,"LONGVIEW FIBRE PAPER AND PACKAGING, INC",No. 18 Recovery Furnace / 1246-10,Natural Gas (Weighted U.S. Average),,"Tier 1 (Equation C-1a, natural gas billing in therms)",2011-01-01-00:0,2011-12-31-00:0,307.0,0.01,0.001,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006454,2011,"LONGVIEW FIBRE PAPER AND PACKAGING, INC",No. 19 Recovery Furnace / 1261-10,Natural Gas (Weighted U.S. Average),,"Tier 1 (Equation C-1a, natural gas billing in therms)",2011-01-01-00:0,2011-12-31-00:0,273.0,0.01,0.001,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006454,2011,"LONGVIEW FIBRE PAPER AND PACKAGING, INC",No. 22 Recovery Furnace / 8201-10,Natural Gas (Weighted U.S. Average),,"Tier 1 (Equation C-1a, natural gas billing in therms)",2011-01-01-00:0,2011-12-31-00:0,899.0,0.02,0.002,0.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006454,2011,"LONGVIEW FIBRE PAPER AND PACKAGING, INC",No. 3 Lime Kiln / 1431-00,Natural Gas (Weighted U.S. Average),,"Tier 1 (Equation C-1a, natural gas billing in therms)",2011-01-01-00:0,2011-12-31-00:0,1482.0,0.08,0.0,1.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006454,2011,"LONGVIEW FIBRE PAPER AND PACKAGING, INC",No. 4 Lime Kiln / 1450-00,Natural Gas (Weighted U.S. Average),,"Tier 1 (Equation C-1a, natural gas billing in therms)",2011-01-01-00:0,2011-12-31-00:0,21851.0,1.11,0.0,23.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006454,2011,"LONGVIEW FIBRE PAPER AND PACKAGING, INC",No. 5 Lime Kiln / 1567-00,Natural Gas (Weighted U.S. Average),,"Tier 1 (Equation C-1a, natural gas billing in therms)",2011-01-01-00:0,2011-12-31-00:0,32167.0,1.64,0.0,34.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006608,2011,FINCH PAPER LLC,"Boilers 6,7,8,10",Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,5524.5,0.1,0.01,2.2,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006668,2011,International Paper - Texarkana Mill,LK1,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Semiannually,,22281.3,1.13,0.0,23.7,0.0,,,,,,,,,,,,,,,,,,
,1006668,2011,International Paper - Texarkana Mill,LK2,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Semiannually,,29830.4,1.52,0.0,31.9,0.0,,,,,,,,,,,,,,,,,,
,1006668,2011,International Paper - Texarkana Mill,RB1,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Semiannually,,7838.5,0.15,0.015,3.2,4.7,,,,,,,,,,,,,,,,,,
,1006668,2011,International Paper - Texarkana Mill,RB2,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Semiannually,,12044.5,0.23,0.023,4.8,7.1,,,,,,,,,,,,,,,,,,
,1006703,2011,International Paper - Columbus Mill,Lime Kiln,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,47159.0,0.89,0.089,18.7,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006703,2011,International Paper - Columbus Mill,Recovery Boiler,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,6377.0,0.26,0.052,5.4,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006703,2011,International Paper - Columbus Mill,Recovery Boiler,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,9559.0,0.18,0.018,3.8,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006731,2011,Graphic Packaging International - Augusta,LK1,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,19927.2,1.01,0.0,21.2,0.0,,,,,,,,,,,,,,,,,,
,1006731,2011,Graphic Packaging International - Augusta,LK1,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Once per fuel lot,,1034.1,0.04,0.0,0.8,0.0,,,,,,,,,,,,,,,,,,
,1006731,2011,Graphic Packaging International - Augusta,LK1,Used Oil,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Once per fuel lot,,5.9,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
,1006731,2011,Graphic Packaging International - Augusta,LK2,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,38463.8,1.96,0.0,41.2,0.0,,,,,,,,,,,,,,,,,,
,1006731,2011,Graphic Packaging International - Augusta,LK2,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Once per fuel lot,,2059.9,0.07,0.0,1.6,0.0,,,,,,,,,,,,,,,,,,
,1006731,2011,Graphic Packaging International - Augusta,LK2,Used Oil,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Once per fuel lot,,9.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
,1006731,2011,Graphic Packaging International - Augusta,RB2,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Once per fuel lot,,5558.5,0.22,0.044,4.7,13.6,,,,,,,,,,,,,,,,,,
,1006731,2011,Graphic Packaging International - Augusta,RB2,Used Oil,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Once per fuel lot,,144.4,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
,1006731,2011,Graphic Packaging International - Augusta,RB3,Distillate Fuel Oil No. 2,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,5329.4,0.22,0.043,4.5,13.3,,,,,,,,,,,,,,,,,,
,1006760,2011,International Paper ROME LINERBOARD MILL,LK1,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,26754.2,1.36,0.0,28.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006760,2011,International Paper ROME LINERBOARD MILL,LK1,Residual Fuel Oil No. 5,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,102.6,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006760,2011,International Paper ROME LINERBOARD MILL,LK2,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,21192.3,1.08,0.0,22.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006760,2011,International Paper ROME LINERBOARD MILL,LK2,Residual Fuel Oil No. 5,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,113.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006760,2011,International Paper ROME LINERBOARD MILL,RF5,Residual Fuel Oil No. 5,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,1842.0,0.08,0.02,1.7,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006776,2011,International Paper - Valliant Mill,Lime Kiln (EUG E7),Coke,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,18719.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006776,2011,International Paper - Valliant Mill,Lime Kiln (EUG E7),Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,39955.7,2.03,0.0,42.6,0.0,,,,,,,,,,,,,,,,,,
,1006776,2011,International Paper - Valliant Mill,Recovery Furnace (EUG D6),Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,13134.6,0.25,0.025,5.2,7.7,,,,,,,,,,,,,,,,,,
,1006788,2011,International Paper-Riverdale Mill,LK3,Distillate Fuel Oil No. 2,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Once per fuel lot,,313.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
,1006788,2011,International Paper-Riverdale Mill,LK3,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,27367.0,1.4,0.0,29.4,0.0,,,,,,,,,,,,,,,,,,
,1006788,2011,International Paper-Riverdale Mill,RB1,Distillate Fuel Oil No. 2,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Once per fuel lot,,1311.1,0.05,0.011,1.1,3.4,,,,,,,,,,,,,,,,,,
,1006788,2011,International Paper-Riverdale Mill,RB1,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,1002.0,0.02,0.002,0.4,0.6,,,,,,,,,,,,,,,,,,
,1006788,2011,International Paper-Riverdale Mill,RB2,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,11853.0,0.22,0.02,4.6,6.2,,,,,,,,,,,,,,,,,,
,1006803,2011,INTERNATIONAL PAPER SAVANNA MILL,LK07,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,48623.6,2.48,,52.1,,,,,,,,,,,,,,,,,,,
,1006803,2011,INTERNATIONAL PAPER SAVANNA MILL,LK07,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Once per fuel lot,,2839.3,0.1,,2.1,,,,,,,,,,,,,,,,,,,
,1006803,2011,INTERNATIONAL PAPER SAVANNA MILL,LK07,Used Oil,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Once per fuel lot,,2032.4,0.07,,1.5,,,,,,,,,,,,,,,,,,,
,1006803,2011,INTERNATIONAL PAPER SAVANNA MILL,RF15,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,23950.0,0.45,0.05,9.5,15.5,,,,,,,,,,,,,,,,,,
,1006885,2011,International Paper Ticonderoga Mill,LK1,Propane,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,163.4,0.01,0.002,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006885,2011,International Paper Ticonderoga Mill,LK1,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Weekly,,19586.8,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
,1006885,2011,International Paper Ticonderoga Mill,RF1,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Weekly,,8767.7,0.35,0.07,7.4,21.7,,,,,,,,,,,,,,,,,,
,1006892,2011,International Paper-Prattville Mill,Lime Kiln No. 1/ Z003,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,22311.0,1.14,0.0,23.9,0.0,,,,,,,,,,,,,,,,,,
,1006892,2011,International Paper-Prattville Mill,Lime Kiln No. 2/ Z013,Coke,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,35773.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006892,2011,International Paper-Prattville Mill,Lime Kiln No. 2/ Z013,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,14809.0,0.75,0.0,15.8,0.0,,,,,,,,,,,,,,,,,,
,1006892,2011,International Paper-Prattville Mill,Recovery Boiler No. 1/ Z001,Used Oil,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,4923.2,0.2,0.04,4.2,12.4,,,,,,,,,,,,,,,,,,
,1006892,2011,International Paper-Prattville Mill,Recovery Boiler No. 2/ Z011,Used Oil,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,6945.0,0.27,0.05,5.7,15.5,,,,,,,,,,,,,,,,,,
,1006958,2011,"WestRock CP, LLC - Panama City Mill (Formerly RockTenn)",LK#1,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,52074.0,3.0,0.0,63.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006958,2011,"WestRock CP, LLC - Panama City Mill (Formerly RockTenn)",LK#1,Petroleum Coke,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,3223.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006958,2011,"WestRock CP, LLC - Panama City Mill (Formerly RockTenn)",LK#1,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,874.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006958,2011,"WestRock CP, LLC - Panama City Mill (Formerly RockTenn)",RF#1,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,858.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006958,2011,"WestRock CP, LLC - Panama City Mill (Formerly RockTenn)",RF#1,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,6973.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006958,2011,"WestRock CP, LLC - Panama City Mill (Formerly RockTenn)",RF#2,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,848.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006958,2011,"WestRock CP, LLC - Panama City Mill (Formerly RockTenn)",RF#2,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,5939.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006962,2011,GEORGIA-PACIFIC CONSUMER PRODUCTS LP,X024,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,4402.0,0.18,0.036,3.8,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006962,2011,GEORGIA-PACIFIC CONSUMER PRODUCTS LP,X024,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Daily,,57187.0,1.08,0.108,22.7,33.5,,,,,,,,,,,,,,,,,,
,1006962,2011,GEORGIA-PACIFIC CONSUMER PRODUCTS LP,X026,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Daily,,32944.0,1.68,0.0,35.3,0.0,,,,,,,,,,,,,,,,,,
,1006975,2011,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,LK01,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,15312.0,0.78,0.0,16.4,0.0,,,,,,,,,,,,,,,,,,
,1006975,2011,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,LK01,Petroleum Coke,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,35533.0,0.94,0.0,19.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006975,2011,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,LK02,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,12779.0,0.65,0.0,13.7,0.0,,,,,,,,,,,,,,,,,,
